F1_target_variable,F1_collaborative_variable1,F1_collaborative_variable2,F1_collaborative_variable3,F1_collaborative_variable4
0.5314,352.3979,0.9455,0.2937,0.3262
0.5315,352.372,0.9466,0.2941,0.3264
0.5316,352.4575,0.9476,0.2944,0.3265
0.5317,352.6621,0.9486,0.2947,0.3267
0.5317,352.993,0.9496,0.2951,0.3268
0.5318,353.4584,0.9505,0.2954,0.327
0.5319,354.0667,0.9515,0.2957,0.3271
0.532,354.8229,0.9524,0.2961,0.3273
0.5321,355.7347,0.9534,0.2964,0.3274
0.5322,356.8099,0.9543,0.2967,0.3276
0.5323,358.053,0.9552,0.2971,0.3277
0.5324,359.4731,0.9561,0.2974,0.3279
0.5325,361.0761,0.957,0.2977,0.328
0.5326,362.8661,0.9578,0.298,0.3282
0.5327,364.8501,0.9586,0.2984,0.3283
0.5328,367.0323,0.9595,0.2987,0.3285
0.5329,369.4171,0.9603,0.299,0.3286
0.533,372.0075,0.9611,0.2994,0.3288
0.5331,374.8075,0.9618,0.2997,0.3289
0.5333,377.8192,0.9626,0.3,0.3291
0.5334,381.0436,0.9633,0.3003,0.3293
0.5335,384.4843,0.964,0.3007,0.3294
0.5336,388.1401,0.9647,0.301,0.3296
0.5338,392.0109,0.9654,0.3013,0.3297
0.5339,396.0974,0.9661,0.3016,0.3299
0.534,400.3967,0.9667,0.3019,0.33
0.5341,404.9076,0.9673,0.3023,0.3302
0.5343,409.6252,0.9679,0.3026,0.3303
0.5344,414.5474,0.9685,0.3029,0.3305
0.5345,419.6689,0.969,0.3032,0.3306
0.5346,424.9856,0.9695,0.3035,0.3308
0.5347,430.4917,0.97,0.3039,0.3309
0.5348,436.1833,0.9705,0.3042,0.331
0.5349,442.0521,0.971,0.3045,0.3312
0.535,448.0949,0.9714,0.3048,0.3313
0.5351,454.303,0.9718,0.3051,0.3314
0.5352,460.6699,0.9722,0.3054,0.3316
0.5353,467.1902,0.9725,0.3057,0.3317
0.5354,473.8564,0.9729,0.306,0.3318
0.5354,480.6601,0.9732,0.3063,0.332
0.5355,487.5977,0.9735,0.3066,0.3321
0.5356,494.6573,0.9737,0.3069,0.3322
0.5356,501.8349,0.974,0.3072,0.3323
0.5356,509.1221,0.9742,0.3075,0.3324
0.5357,516.5109,0.9743,0.3078,0.3325
0.5357,523.9949,0.9745,0.3081,0.3326
0.5358,531.5656,0.9746,0.3083,0.3327
0.5358,539.2161,0.9747,0.3086,0.3328
0.5358,546.9399,0.9748,0.3089,0.3329
0.5358,554.7287,0.9748,0.3092,0.333
0.5359,562.5754,0.9749,0.3094,0.3331
0.5359,570.4747,0.9748,0.3097,0.3332
0.5359,578.4175,0.9748,0.3099,0.3332
0.5359,586.3972,0.9747,0.3102,0.3333
0.536,594.4126,0.9746,0.3105,0.3334
0.536,602.4536,0.9745,0.3107,0.3334
0.536,610.5123,0.9743,0.3109,0.3335
0.536,618.5861,0.9741,0.3112,0.3336
0.536,626.6685,0.9738,0.3114,0.3336
0.5361,634.7549,0.9736,0.3117,0.3337
0.5361,642.8395,0.9732,0.3119,0.3337
0.5361,650.9171,0.9729,0.3121,0.3337
0.5361,658.9819,0.9725,0.3123,0.3338
0.5361,667.0295,0.9721,0.3125,0.3338
0.5361,675.0553,0.9716,0.3127,0.3338
0.5362,683.0533,0.9711,0.3129,0.3338
0.5362,691.021,0.9705,0.3131,0.3339
0.5362,698.954,0.9699,0.3133,0.3339
0.5362,706.8454,0.9693,0.3135,0.3339
0.5362,714.6985,0.9686,0.3137,0.3339
0.5362,722.5035,0.9679,0.3139,0.3339
0.5362,730.2643,0.9671,0.314,0.3339
0.5362,737.978,0.9663,0.3142,0.3339
0.5361,745.6396,0.9655,0.3144,0.3339
0.5361,753.2563,0.9647,0.3145,0.3339
0.5361,760.8241,0.9638,0.3147,0.3339
0.5361,768.3503,0.9628,0.3148,0.3339
0.536,775.8334,0.9618,0.315,0.3339
0.536,783.2819,0.9608,0.3151,0.3338
0.536,790.6929,0.9598,0.3152,0.3338
0.5359,798.0785,0.9587,0.3154,0.3338
0.5359,805.4479,0.9576,0.3155,0.3338
0.5359,812.8032,0.9565,0.3156,0.3337
0.5359,820.1522,0.9554,0.3158,0.3337
0.5359,827.5079,0.9543,0.3159,0.3337
0.5359,834.8823,0.9532,0.316,0.3336
0.5359,842.2811,0.9521,0.3161,0.3336
0.5359,849.718,0.951,0.3162,0.3335
0.5359,857.204,0.9499,0.3163,0.3335
0.536,864.7544,0.9489,0.3164,0.3334
0.5361,872.38,0.9479,0.3165,0.3334
0.5362,880.095,0.9469,0.3167,0.3333
0.5363,887.9116,0.946,0.3168,0.3333
0.5365,895.8498,0.9451,0.3169,0.3332
0.5367,903.915,0.9443,0.317,0.3332
0.5369,912.1376,0.9436,0.3171,0.3331
0.5371,920.5239,0.9429,0.3172,0.3331
0.5373,929.0955,0.9422,0.3173,0.333
0.5376,937.8676,0.9417,0.3174,0.333
0.5379,946.8688,0.9412,0.3175,0.333
0.5382,956.111,0.9407,0.3176,0.3329
0.5386,965.6201,0.9403,0.3177,0.3329
0.539,975.4236,0.94,0.3178,0.3329
0.5394,985.5416,0.9397,0.3179,0.3329
0.5398,995.9975,0.9394,0.318,0.3329
0.5402,1006.8237,0.9392,0.3181,0.3329
0.5407,1018.0396,0.939,0.3182,0.333
0.5412,1029.673,0.9388,0.3183,0.333
0.5417,1041.7476,0.9387,0.3184,0.3331
0.5422,1054.2799,0.9385,0.3185,0.3331
0.5427,1067.2906,0.9384,0.3187,0.3332
0.5432,1080.7925,0.9383,0.3188,0.3333
0.5438,1094.7948,0.9382,0.3189,0.3335
0.5444,1109.2982,0.9381,0.319,0.3336
0.5449,1124.3008,0.938,0.3191,0.3338
0.5455,1139.7894,0.938,0.3192,0.334
0.5461,1155.7491,0.9379,0.3194,0.3342
0.5466,1172.1484,0.9379,0.3195,0.3344
0.5472,1188.9559,0.9379,0.3196,0.3346
0.5478,1206.1312,0.9379,0.3197,0.3348
0.5483,1223.6208,0.9379,0.3198,0.335
0.5489,1241.3652,0.938,0.32,0.3353
0.5494,1259.3015,0.938,0.3201,0.3355
0.5499,1277.3527,0.9381,0.3202,0.3357
0.5504,1295.437,0.9382,0.3203,0.3359
0.5508,1313.4636,0.9382,0.3204,0.3361
0.5513,1331.3406,0.9383,0.3205,0.3363
0.5517,1348.963,0.9384,0.3206,0.3365
0.552,1366.2246,0.9384,0.3207,0.3366
0.5524,1383.0199,0.9383,0.3208,0.3367
0.5527,1399.2378,0.9383,0.3209,0.3368
0.5529,1414.7693,0.9381,0.321,0.3369
0.5531,1429.5137,0.9379,0.3211,0.337
0.5532,1443.3702,0.9376,0.3212,0.337
0.5533,1456.2468,0.9372,0.3213,0.337
0.5533,1468.0625,0.9367,0.3214,0.337
0.5533,1478.7446,0.9361,0.3214,0.337
0.5532,1488.2343,0.9353,0.3215,0.337
0.553,1496.4828,0.9345,0.3216,0.337
0.5527,1503.4506,0.9335,0.3216,0.3369
0.5524,1509.1201,0.9324,0.3217,0.3368
0.552,1513.4822,0.9312,0.3217,0.3367
0.5515,1516.545,0.9298,0.3217,0.3366
0.5509,1518.3241,0.9284,0.3217,0.3365
0.5503,1518.8538,0.9268,0.3217,0.3364
0.5496,1518.1746,0.925,0.3217,0.3363
0.5488,1516.3356,0.9231,0.3217,0.3361
0.5479,1513.3904,0.921,0.3217,0.3359
0.547,1509.3987,0.9187,0.3217,0.3357
0.546,1504.4171,0.9162,0.3217,0.3354
0.5449,1498.5042,0.9136,0.3216,0.3351
0.5438,1491.7144,0.9109,0.3216,0.3348
0.5426,1484.0984,0.9082,0.3215,0.3345
0.5413,1475.7024,0.9054,0.3214,0.3341
0.54,1466.5645,0.9025,0.3213,0.3337
0.5387,1456.7212,0.8996,0.3213,0.3333
0.5372,1446.2085,0.8966,0.3211,0.3328
0.5358,1435.0547,0.8935,0.321,0.3323
0.5343,1423.2825,0.8903,0.3209,0.3318
0.5328,1410.9167,0.8872,0.3208,0.3313
0.5312,1397.9749,0.8839,0.3206,0.3307
0.5296,1384.4717,0.8806,0.3205,0.3302
0.528,1370.4214,0.8773,0.3203,0.3296
0.5263,1355.835,0.8739,0.3201,0.329
0.5246,1340.7231,0.8705,0.32,0.3283
0.5229,1325.0997,0.867,0.3198,0.3277
0.5212,1308.9728,0.8635,0.3196,0.327
0.5195,1292.36,0.8599,0.3194,0.3264
0.5178,1275.2791,0.8563,0.3191,0.3257
0.516,1257.748,0.8526,0.3189,0.3251
0.5143,1239.7886,0.8488,0.3187,0.3244
0.5125,1221.4248,0.845,0.3184,0.3237
0.5107,1202.687,0.8411,0.3182,0.3231
0.509,1183.6047,0.837,0.3179,0.3224
0.5072,1164.2108,0.8328,0.3176,0.3218
0.5055,1144.5399,0.8284,0.3173,0.3211
0.5037,1124.6321,0.8239,0.317,0.3205
0.502,1104.5278,0.8191,0.3167,0.3199
0.5003,1085.9409,0.8142,0.3164,0.3193
0.4986,1068.4165,0.8089,0.3161,0.3187
0.4969,1050.5901,0.8034,0.3158,0.3181
0.4952,1032.5146,0.7977,0.3154,0.3176
0.4936,1014.2489,0.7916,0.3151,0.3171
0.4921,995.8547,0.7854,0.3148,0.3166
0.4906,977.395,0.7789,0.3144,0.3161
0.4891,958.9397,0.7723,0.314,0.3156
0.4877,940.5599,0.7657,0.3137,0.3152
0.4864,922.3322,0.7589,0.3133,0.3147
0.4852,904.3346,0.7523,0.3129,0.3143
0.484,886.6439,0.7457,0.3125,0.3139
0.4829,869.3437,0.7394,0.3121,0.3135
0.482,852.5049,0.7334,0.3117,0.3131
0.4811,836.2045,0.7277,0.3113,0.3127
0.4804,820.5093,0.7224,0.3109,0.3123
0.4797,805.4827,0.7175,0.3105,0.3119
0.4792,791.168,0.7131,0.31,0.3116
0.4788,777.6108,0.7092,0.3096,0.3112
0.4784,764.8358,0.7057,0.3092,0.3108
0.4782,752.8599,0.7027,0.3087,0.3104
0.4781,741.6801,0.7001,0.3083,0.3101
0.478,731.276,0.6979,0.3078,0.3097
0.4781,721.6141,0.6961,0.3074,0.3093
0.4782,712.6502,0.6946,0.3069,0.3089
0.4783,704.3188,0.6933,0.3064,0.3085
0.4785,696.5457,0.6923,0.3059,0.3081
0.4787,689.2386,0.6914,0.3055,0.3077
0.479,682.3073,0.6907,0.305,0.3073
0.4793,675.6472,0.69,0.3045,0.3069
0.4795,669.16,0.6894,0.304,0.3065
0.4798,662.7389,0.6888,0.3035,0.3061
0.48,656.2874,0.6883,0.303,0.3056
0.4802,649.7181,0.6876,0.3025,0.3052
0.4804,642.939,0.687,0.302,0.3048
0.4806,635.8821,0.6862,0.3014,0.3043
0.4807,628.4819,0.6854,0.3009,0.3038
0.4808,620.6862,0.6845,0.3004,0.3034
0.4808,612.4554,0.6834,0.2999,0.3029
0.4808,603.7498,0.6823,0.2993,0.3024
0.4807,594.5537,0.6811,0.2988,0.3019
0.4806,584.8436,0.6797,0.2982,0.3014
0.4805,574.6088,0.6782,0.2977,0.3009
0.4803,563.8469,0.6767,0.2972,0.3004
0.4801,552.5618,0.675,0.2966,0.2999
0.4798,540.754,0.6732,0.296,0.2994
0.4795,528.4466,0.6713,0.2955,0.2989
0.4792,515.6285,0.6694,0.2949,0.2983
0.4789,502.3297,0.6673,0.2944,0.2978
0.4785,488.5702,0.6652,0.2938,0.2972
0.4781,474.351,0.6629,0.2932,0.2967
0.4776,459.6932,0.6606,0.2926,0.2961
0.4772,444.6194,0.6583,0.2921,0.2955
0.4767,429.1542,0.6559,0.2915,0.295
0.4762,413.3035,0.6534,0.2909,0.2944
0.4757,397.0961,0.6509,0.2903,0.2938
0.4752,380.5198,0.6483,0.2897,0.2932
0.4747,363.6208,0.6457,0.2891,0.2926
0.4741,347.9849,0.6431,0.2885,0.292
0.4736,339.0173,0.6404,0.2879,0.2914
0.473,329.8359,0.6377,0.2873,0.2908
0.5297,371.1478,0.9109,0.2848,0.3222
0.5298,370.5042,0.9125,0.2851,0.3223
0.5299,369.8296,0.9141,0.2855,0.3225
0.53,369.1265,0.9157,0.2858,0.3227
0.5302,368.3961,0.9173,0.2862,0.3228
0.5303,367.6382,0.9188,0.2865,0.323
0.5304,366.8585,0.9203,0.2869,0.3232
0.5305,366.0593,0.9217,0.2872,0.3233
0.5306,365.2456,0.9232,0.2876,0.3235
0.5307,364.4197,0.9246,0.2879,0.3236
0.5308,363.5833,0.926,0.2883,0.3238
0.5309,362.7449,0.9274,0.2886,0.3239
0.531,361.9094,0.9287,0.2889,0.3241
0.531,361.0793,0.93,0.2893,0.3242
0.5311,360.2607,0.9313,0.2896,0.3244
0.5312,359.4593,0.9326,0.29,0.3245
0.5313,358.681,0.9338,0.2903,0.3247
0.5314,357.9316,0.935,0.2906,0.3248
0.5314,357.2183,0.9362,0.291,0.3249
0.5315,356.5475,0.9374,0.2913,0.3251
0.5316,355.9244,0.9386,0.2916,0.3252
0.5317,355.3561,0.9397,0.292,0.3254
0.5317,354.8483,0.9408,0.2923,0.3255
0.5318,354.4068,0.9419,0.2926,0.3257
0.5319,354.0377,0.943,0.293,0.3258
0.5319,353.7471,0.9441,0.2933,0.326
0.532,353.5431,0.9452,0.2936,0.3261
0.5321,353.4328,0.9462,0.294,0.3263
0.5321,353.4239,0.9473,0.2943,0.3264
0.5322,353.5229,0.9483,0.2946,0.3266
0.5323,353.7385,0.9493,0.2949,0.3267
0.5324,354.0776,0.9503,0.2953,0.3269
0.5324,354.5478,0.9513,0.2956,0.327
0.5325,355.1567,0.9522,0.2959,0.3272
0.5326,355.912,0.9532,0.2963,0.3273
0.5327,356.8191,0.9541,0.2966,0.3275
0.5328,357.886,0.955,0.2969,0.3276
0.5329,359.1196,0.956,0.2972,0.3278
0.533,360.5258,0.9568,0.2976,0.3279
0.5331,362.1121,0.9577,0.2979,0.3281
0.5332,363.8831,0.9586,0.2982,0.3282
0.5333,365.846,0.9594,0.2986,0.3284
0.5334,368.0032,0.9603,0.2989,0.3285
0.5335,370.3607,0.9611,0.2992,0.3287
0.5336,372.9219,0.9619,0.2995,0.3288
0.5337,375.6888,0.9627,0.2999,0.329
0.5339,378.6649,0.9634,0.3002,0.3291
0.534,381.8516,0.9641,0.3005,0.3293
0.5341,385.2513,0.9649,0.3008,0.3294
0.5342,388.8627,0.9656,0.3012,0.3296
0.5344,392.6878,0.9662,0.3015,0.3298
0.5345,396.7253,0.9669,0.3018,0.3299
0.5346,400.9728,0.9675,0.3021,0.3301
0.5348,405.4285,0.9681,0.3024,0.3302
0.5349,410.0898,0.9687,0.3028,0.3304
0.535,414.9517,0.9693,0.3031,0.3305
0.5351,420.0114,0.9699,0.3034,0.3307
0.5353,425.2638,0.9704,0.3037,0.3308
0.5354,430.7034,0.9709,0.304,0.3309
0.5355,436.3263,0.9714,0.3043,0.3311
0.5356,442.1254,0.9718,0.3047,0.3312
0.5357,448.0963,0.9722,0.305,0.3314
0.5358,454.2312,0.9727,0.3053,0.3315
0.5359,460.525,0.973,0.3056,0.3316
0.536,466.9724,0.9734,0.3059,0.3318
0.536,473.5659,0.9737,0.3062,0.3319
0.5361,480.2982,0.974,0.3065,0.332
0.5362,487.1638,0.9743,0.3068,0.3321
0.5362,494.1554,0.9746,0.3071,0.3322
0.5363,501.2668,0.9748,0.3074,0.3324
0.5363,508.4911,0.975,0.3077,0.3325
0.5364,515.8215,0.9752,0.308,0.3326
0.5364,523.2502,0.9754,0.3082,0.3327
0.5365,530.7691,0.9755,0.3085,0.3328
0.5365,538.376,0.9756,0.3088,0.3329
0.5365,546.0579,0.9757,0.3091,0.333
0.5366,553.8119,0.9757,0.3093,0.333
0.5366,561.6313,0.9757,0.3096,0.3331
0.5366,569.5079,0.9757,0.3099,0.3332
0.5366,577.4348,0.9757,0.3101,0.3333
0.5366,585.4081,0.9756,0.3104,0.3334
0.5367,593.4209,0.9755,0.3106,0.3334
0.5367,601.4648,0.9754,0.3109,0.3335
0.5367,609.5354,0.9752,0.3111,0.3335
0.5367,617.626,0.975,0.3114,0.3336
0.5367,625.7311,0.9748,0.3116,0.3336
0.5367,633.8476,0.9745,0.3118,0.3337
0.5367,641.9666,0.9742,0.3121,0.3337
0.5368,650.0859,0.9739,0.3123,0.3338
0.5368,658.1995,0.9735,0.3125,0.3338
0.5368,666.3005,0.9731,0.3127,0.3338
0.5368,674.3858,0.9726,0.3129,0.3339
0.5368,682.4504,0.9721,0.3131,0.3339
0.5368,690.488,0.9715,0.3133,0.3339
0.5368,698.4955,0.9709,0.3135,0.3339
0.5367,706.4678,0.9703,0.3137,0.3339
0.5367,714.4055,0.9696,0.3139,0.3339
0.5367,722.3016,0.9689,0.314,0.3339
0.5367,730.1538,0.9681,0.3142,0.3339
0.5366,737.9613,0.9674,0.3144,0.3339
0.5366,745.7213,0.9666,0.3145,0.3339
0.5365,753.4392,0.9657,0.3147,0.3339
0.5365,761.1058,0.9648,0.3149,0.3339
0.5364,768.7313,0.9639,0.315,0.3339
0.5363,776.3168,0.9629,0.3151,0.3339
0.5363,783.8596,0.9619,0.3153,0.3339
0.5362,791.3667,0.9609,0.3154,0.3339
0.5361,798.8475,0.9598,0.3156,0.3338
0.536,806.3052,0.9587,0.3157,0.3338
0.536,813.7451,0.9576,0.3158,0.3338
0.5359,821.1805,0.9565,0.3159,0.3337
0.5359,828.614,0.9554,0.3161,0.3337
0.5358,836.0599,0.9543,0.3162,0.3337
0.5358,843.5264,0.9531,0.3163,0.3336
0.5358,851.0276,0.9521,0.3164,0.3336
0.5358,858.5729,0.951,0.3165,0.3335
0.5359,866.1763,0.9499,0.3166,0.3335
0.5359,873.8508,0.9489,0.3167,0.3334
0.536,881.6024,0.9479,0.3168,0.3334
0.5361,889.4565,0.947,0.3169,0.3333
0.5362,897.4204,0.9461,0.317,0.3333
0.5364,905.5123,0.9453,0.3171,0.3332
0.5365,913.7471,0.9446,0.3172,0.3332
0.5367,922.1411,0.9439,0.3173,0.3331
0.537,930.714,0.9432,0.3174,0.3331
0.5372,939.4849,0.9426,0.3175,0.333
0.5375,948.4712,0.9421,0.3176,0.333
0.5378,957.7002,0.9417,0.3178,0.333
0.5382,967.1906,0.9413,0.3179,0.333
0.5386,976.9697,0.9409,0.318,0.3329
0.539,987.0664,0.9406,0.3181,0.3329
0.5394,997.5049,0.9403,0.3182,0.3329
0.5398,1008.3115,0.9401,0.3183,0.333
0.5403,1019.5155,0.9399,0.3184,0.333
0.5408,1031.1489,0.9397,0.3185,0.3331
0.5413,1043.2322,0.9395,0.3186,0.3331
0.5418,1055.7921,0.9394,0.3187,0.3332
0.5424,1068.8491,0.9392,0.3188,0.3333
0.543,1082.4208,0.9391,0.319,0.3334
0.5435,1096.5176,0.9389,0.3191,0.3336
0.5441,1111.1436,0.9388,0.3192,0.3337
0.5447,1126.2991,0.9387,0.3193,0.3339
0.5453,1141.976,0.9386,0.3194,0.3341
0.5459,1158.1578,0.9385,0.3196,0.3343
0.5465,1174.8141,0.9385,0.3197,0.3345
0.5471,1191.9185,0.9385,0.3198,0.3347
0.5477,1209.4225,0.9384,0.3199,0.3349
0.5483,1227.2778,0.9385,0.3201,0.3352
0.5489,1245.4277,0.9385,0.3202,0.3354
0.5495,1263.8016,0.9386,0.3203,0.3357
0.5501,1282.3234,0.9387,0.3204,0.3359
0.5506,1300.9109,0.9387,0.3205,0.3361
0.5511,1319.4709,0.9388,0.3207,0.3363
0.5516,1337.9031,0.9389,0.3208,0.3365
0.5521,1356.1018,0.939,0.3209,0.3367
0.5525,1373.9567,0.9391,0.321,0.3369
0.5529,1391.3586,0.9391,0.3211,0.337
0.5532,1408.1859,0.939,0.3212,0.3371
0.5535,1424.3311,0.9389,0.3213,0.3372
0.5538,1439.6824,0.9388,0.3214,0.3372
0.5539,1454.1367,0.9385,0.3215,0.3373
0.5541,1467.5989,0.9381,0.3216,0.3373
0.5542,1479.9824,0.9377,0.3216,0.3373
0.5542,1491.2156,0.9371,0.3217,0.3373
0.5541,1501.2339,0.9364,0.3218,0.3372
0.554,1509.9851,0.9356,0.3218,0.3372
0.5538,1517.4351,0.9346,0.3219,0.3371
0.5535,1523.5596,0.9336,0.3219,0.3371
0.5531,1528.3499,0.9324,0.322,0.337
0.5527,1531.8143,0.9311,0.322,0.3369
0.5522,1533.9741,0.9297,0.322,0.3368
0.5516,1534.8635,0.9281,0.322,0.3366
0.5509,1534.5271,0.9265,0.3221,0.3365
0.5501,1533.0161,0.9246,0.322,0.3363
0.5493,1530.3901,0.9225,0.322,0.3361
0.5484,1526.7073,0.9201,0.322,0.3359
0.5474,1522.0321,0.9175,0.322,0.3357
0.5464,1516.4236,0.9148,0.3219,0.3354
0.5452,1509.9379,0.9121,0.3219,0.3351
0.5441,1502.6304,0.9094,0.3218,0.3347
0.5428,1494.5414,0.9065,0.3218,0.3344
0.5415,1485.7115,0.9036,0.3217,0.334
0.5402,1476.1772,0.9007,0.3216,0.3335
0.5388,1465.9697,0.8977,0.3215,0.3331
0.5373,1455.1187,0.8946,0.3214,0.3326
0.5358,1443.6489,0.8914,0.3212,0.3321
0.5343,1431.5801,0.8882,0.3211,0.3315
0.5327,1418.9275,0.885,0.321,0.331
0.5311,1405.704,0.8817,0.3208,0.3304
0.5295,1391.9197,0.8783,0.3206,0.3298
0.5279,1377.5835,0.8749,0.3205,0.3292
0.5262,1362.7031,0.8715,0.3203,0.3286
0.5245,1347.2892,0.868,0.3201,0.3279
0.5228,1331.3522,0.8645,0.3199,0.3273
0.5211,1314.9042,0.8609,0.3197,0.3266
0.5193,1297.9604,0.8573,0.3195,0.326
0.5176,1280.5413,0.8536,0.3192,0.3253
0.5158,1262.6661,0.8499,0.319,0.3246
0.514,1244.3612,0.8461,0.3187,0.3239
0.5123,1225.6544,0.8421,0.3185,0.3233
0.5105,1206.5776,0.8381,0.3182,0.3226
0.5087,1187.1627,0.8339,0.3179,0.3219
0.507,1167.4507,0.8295,0.3176,0.3213
0.5052,1147.4773,0.8249,0.3173,0.3207
0.5034,1127.2837,0.8201,0.317,0.3201
0.5017,1106.9143,0.815,0.3167,0.3195
0.5,1088.6078,0.8097,0.3164,0.3189
0.4983,1070.6079,0.8041,0.3161,0.3183
0.4966,1052.3442,0.7982,0.3157,0.3178
0.495,1033.8718,0.792,0.3154,0.3172
0.4934,1015.2541,0.7855,0.3151,0.3167
0.4918,996.559,0.7788,0.3147,0.3162
0.4903,977.8553,0.7719,0.3143,0.3158
0.4889,959.2177,0.7649,0.314,0.3153
0.4875,940.7239,0.7578,0.3136,0.3149
0.4863,922.4532,0.7508,0.3132,0.3145
0.4851,904.4885,0.744,0.3128,0.3141
0.484,886.9097,0.7373,0.3124,0.3137
0.483,869.7991,0.731,0.312,0.3133
0.4821,853.2325,0.725,0.3116,0.3129
0.4813,837.2808,0.7195,0.3112,0.3125
0.4807,822.0087,0.7144,0.3108,0.3121
0.4801,807.4684,0.7099,0.3103,0.3117
0.4797,793.7041,0.7058,0.3099,0.3114
0.4794,780.7413,0.7023,0.3094,0.311
0.4791,768.6014,0.6992,0.309,0.3106
0.479,757.2841,0.6966,0.3086,0.3103
0.479,746.7726,0.6944,0.3081,0.3099
0.479,737.0393,0.6926,0.3076,0.3095
0.4791,728.0377,0.6911,0.3072,0.3091
0.4793,719.702,0.6899,0.3067,0.3087
0.4795,711.9577,0.689,0.3062,0.3083
0.4798,704.7167,0.6882,0.3057,0.3079
0.48,697.8749,0.6875,0.3052,0.3075
0.4803,691.3334,0.687,0.3048,0.3071
0.4806,684.9829,0.6865,0.3043,0.3067
0.4809,678.7195,0.686,0.3038,0.3063
0.4811,672.4365,0.6855,0.3033,0.3059
0.4814,666.0408,0.685,0.3027,0.3054
0.4816,659.4425,0.6844,0.3022,0.305
0.4817,652.568,0.6837,0.3017,0.3045
0.4819,645.3439,0.683,0.3012,0.3041
0.482,637.7236,0.6821,0.3007,0.3036
0.482,629.6611,0.6812,0.3001,0.3031
0.482,621.1124,0.6801,0.2996,0.3027
0.482,612.0717,0.6789,0.2991,0.3022
0.4819,602.5016,0.6776,0.2985,0.3017
0.4817,592.4032,0.6761,0.298,0.3012
0.4816,581.7817,0.6746,0.2974,0.3007
0.4814,570.6207,0.6729,0.2969,0.3001
0.4811,558.9317,0.6712,0.2963,0.2996
0.4808,546.7368,0.6693,0.2958,0.2991
0.4805,534.0331,0.6674,0.2952,0.2985
0.4801,520.8436,0.6653,0.2946,0.298
0.4798,507.1866,0.6632,0.2941,0.2974
0.4794,493.0809,0.661,0.2935,0.2969
0.4789,478.5266,0.6587,0.2929,0.2963
0.4785,463.5587,0.6563,0.2923,0.2958
0.478,448.205,0.6539,0.2917,0.2952
0.4775,432.4578,0.6514,0.2912,0.2946
0.477,416.3602,0.6489,0.2906,0.294
0.4765,399.9055,0.6463,0.29,0.2934
0.476,383.1234,0.6437,0.2894,0.2929
0.4754,366.0274,0.6411,0.2888,0.2923
0.4749,353.516,0.6384,0.2882,0.2917
0.4743,344.4185,0.6357,0.2876,0.2911
0.5306,370.7044,0.9115,0.285,0.3223
0.5307,370.1535,0.9131,0.2854,0.3224
0.5308,369.5691,0.9147,0.2857,0.3226
0.5309,368.9527,0.9163,0.2861,0.3228
0.531,368.3049,0.9179,0.2864,0.3229
0.5311,367.6277,0.9194,0.2868,0.3231
0.5312,366.9273,0.9209,0.2871,0.3232
0.5313,366.2039,0.9223,0.2875,0.3234
0.5314,365.4632,0.9238,0.2878,0.3235
0.5315,364.7072,0.9252,0.2882,0.3237
0.5316,363.939,0.9266,0.2885,0.3238
0.5317,363.1665,0.9279,0.2888,0.324
0.5317,362.3948,0.9293,0.2892,0.3241
0.5318,361.6271,0.9306,0.2895,0.3243
0.5319,360.8688,0.9319,0.2898,0.3244
0.532,360.1262,0.9331,0.2902,0.3246
0.532,359.4046,0.9344,0.2905,0.3247
0.5321,358.7101,0.9356,0.2908,0.3249
0.5322,358.049,0.9368,0.2912,0.325
0.5322,357.4269,0.938,0.2915,0.3251
0.5323,356.85,0.9392,0.2918,0.3253
0.5324,356.3239,0.9403,0.2922,0.3254
0.5324,355.8539,0.9414,0.2925,0.3256
0.5325,355.4464,0.9426,0.2928,0.3257
0.5325,355.1073,0.9437,0.2932,0.3259
0.5326,354.8432,0.9447,0.2935,0.326
0.5327,354.6628,0.9458,0.2938,0.3262
0.5327,354.5728,0.9469,0.2942,0.3263
0.5328,354.5802,0.9479,0.2945,0.3265
0.5328,354.6932,0.9489,0.2948,0.3266
0.5329,354.9195,0.95,0.2951,0.3267
0.533,355.266,0.951,0.2955,0.3269
0.5331,355.7399,0.952,0.2958,0.327
0.5331,356.3505,0.9529,0.2961,0.3272
0.5332,357.1024,0.9539,0.2965,0.3273
0.5333,358.0042,0.9548,0.2968,0.3275
0.5334,359.0617,0.9558,0.2971,0.3276
0.5335,360.2829,0.9567,0.2974,0.3278
0.5336,361.6747,0.9576,0.2978,0.3279
0.5337,363.2433,0.9585,0.2981,0.3281
0.5338,364.9946,0.9594,0.2984,0.3283
0.5339,366.933,0.9602,0.2987,0.3284
0.534,369.0646,0.961,0.2991,0.3286
0.5341,371.3924,0.9619,0.2994,0.3287
0.5342,373.9216,0.9627,0.2997,0.3289
0.5343,376.6526,0.9634,0.3001,0.329
0.5345,379.5909,0.9642,0.3004,0.3292
0.5346,382.7372,0.9649,0.3007,0.3293
0.5347,386.0919,0.9657,0.301,0.3295
0.5349,389.657,0.9664,0.3013,0.3296
0.535,393.4312,0.967,0.3017,0.3298
0.5351,397.4153,0.9677,0.302,0.3299
0.5353,401.6071,0.9683,0.3023,0.3301
0.5354,406.0052,0.969,0.3026,0.3302
0.5355,410.6042,0.9696,0.3029,0.3304
0.5357,415.4021,0.9701,0.3033,0.3305
0.5358,420.3944,0.9707,0.3036,0.3307
